region_id,timestamp,rainfall_24h,forecast_rainfall_6h,rainfall_3d_cumulative,rainfall_7d_cumulative,elevation,distance_to_river_m,soil_clay_pct,population_density,runoff_potential_index,proximity_risk_score,flood_occurred
18-300-00101,2025-11-30,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-01,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-02,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-03,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-04,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-05,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-06,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-07,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-08,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-09,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-10,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-11,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-12,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-13,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-14,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-15,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-16,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-17,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-18,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-19,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-20,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-21,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-22,0.0,0.16000000000000003,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-23,0.2,0.6400000000000001,0.2,0.20000000000000712,78.79,1718.8,28.3,322.7,0.0709362075448051,0.10996261271167804,0
18-300-00101,2025-12-24,0.8,0.0,1.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.2837448301792204,0.43985045084671215,0
18-300-00101,2025-12-25,0.0,0.0,1.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-26,0.0,0.16000000000000003,0.8,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-27,0.2,0.08000000000000002,0.2,1.200000000000007,78.79,1718.8,28.3,322.7,0.0709362075448051,0.10996261271167804,0
18-300-00101,2025-12-28,0.1,0.0,0.30000000000000004,1.3000000000000071,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2025-12-29,0.0,0.0,0.30000000000000004,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-30,0.0,0.0,0.1,1.1000000000000072,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2025-12-31,0.0,0.0,0.0,0.30000000000000715,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-01,0.0,0.0,0.0,0.30000000000000715,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-02,0.0,1.04,0.0,0.30000000000000715,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-03,1.3,0.0,1.3,1.4000000000000072,78.79,1718.8,28.3,322.7,0.4610853490412332,0.7147569826259073,0
18-300-00101,2026-01-04,0.0,0.0,1.3,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-05,0.0,0.0,1.3,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-06,0.0,0.0,0.0,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-07,0.0,0.0,0.0,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-08,0.0,0.0,0.0,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-09,0.0,0.0,0.0,1.3000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-10,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-11,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-12,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-13,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-14,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-15,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-16,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-17,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-18,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-19,0.0,0.5599999999999999,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-20,0.7,0.48,0.7,0.7000000000000071,78.79,1718.8,28.3,322.7,0.24827672640681786,0.38486914449087306,0
18-300-00101,2026-01-21,0.6,0.08000000000000002,1.2999999999999998,1.300000000000007,78.79,1718.8,28.3,322.7,0.21280862263441533,0.3298878381350341,0
18-300-00101,2026-01-22,0.1,0.0,1.4,1.400000000000007,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-01-23,0.0,0.0,0.7,1.400000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-24,0.0,0.0,0.1,1.400000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-25,0.0,0.0,0.0,1.400000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-26,0.0,0.0,0.0,1.400000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-27,0.0,0.0,0.0,0.7000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-28,0.0,0.8,0.0,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-29,1.0,0.0,1.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.35468103772402554,0.5498130635583901,0
18-300-00101,2026-01-30,0.0,0.0,1.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-01-31,0.0,0.0,1.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-01,0.0,0.0,0.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-02,0.0,0.0,0.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-03,0.0,0.08000000000000002,0.0,1.000000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-04,0.1,0.0,0.1,1.1000000000000072,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-02-05,0.0,0.0,0.1,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-06,0.0,0.0,0.1,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-07,0.0,0.08000000000000002,0.0,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-08,0.1,0.0,0.1,0.20000000000000712,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-02-09,0.0,0.0,0.1,0.20000000000000712,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-10,0.0,0.0,0.1,0.20000000000000712,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-11,0.0,0.0,0.0,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-12,0.0,0.0,0.0,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-13,0.0,0.0,0.0,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-14,0.0,0.0,0.0,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-15,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-16,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-17,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-18,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-19,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-20,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-21,0.0,0.0,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-22,0.0,0.08000000000000002,0.0,0.0,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-23,0.1,0.0,0.1,0.10000000000000711,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-02-24,0.0,0.24,0.1,0.10000000000000711,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-25,0.3,0.0,0.4,0.4000000000000071,78.79,1718.8,28.3,322.7,0.10640431131720766,0.16494391906751704,0
18-300-00101,2026-02-26,0.0,0.16000000000000003,0.3,0.40000000000000707,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-02-27,0.2,0.48,0.49999999999999994,0.6000000000000071,78.79,1718.8,28.3,322.7,0.0709362075448051,0.10996261271167804,0
18-300-00101,2026-02-28,0.6,3.44,0.8,1.200000000000007,78.79,1718.8,28.3,322.7,0.21280862263441533,0.3298878381350341,0
18-300-00101,2026-03-01,4.3,0.32000000000000006,5.1,5.500000000000007,78.79,1718.8,28.3,322.7,1.5251284622133099,2.3641961733010777,0
18-300-00101,2026-03-02,0.4,0.0,5.3,5.800000000000008,78.79,1718.8,28.3,322.7,0.1418724150896102,0.21992522542335607,0
18-300-00101,2026-03-03,0.0,0.0,4.7,5.800000000000008,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-04,0.0,0.0,0.4,5.500000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-05,0.0,0.0,0.0,5.500000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-06,0.0,0.0,0.0,5.300000000000008,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-07,0.0,0.0,0.0,4.700000000000007,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-08,0.0,4.4,0.0,0.4000000000000071,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-09,5.5,4.5600000000000005,5.5,5.500000000000007,78.79,1718.8,28.3,322.7,1.9507457074821406,3.023971849571146,0
18-300-00101,2026-03-10,5.7,0.32000000000000006,11.2,11.200000000000006,78.79,1718.8,28.3,322.7,2.0216819150269454,3.133934462282824,0
18-300-00101,2026-03-11,0.4,11.040000000000001,11.6,11.600000000000007,78.79,1718.8,28.3,322.7,0.1418724150896102,0.21992522542335607,0
18-300-00101,2026-03-12,13.8,67.92,19.9,25.400000000000006,78.79,1718.8,28.3,322.7,4.894598320591553,7.587420277105784,0
18-300-00101,2026-03-13,84.9,32.96,99.10000000000001,110.30000000000001,78.79,1718.8,28.3,322.7,30.112420102769768,46.679129096107324,1
18-300-00101,2026-03-14,41.2,5.36,139.9,151.5,78.79,1718.8,28.3,322.7,14.612858754229853,22.652298218605676,0
18-300-00101,2026-03-15,6.7,11.520000000000001,132.8,158.20000000000002,78.79,1718.8,28.3,322.7,2.3763629527509713,3.683747525841214,0
18-300-00101,2026-03-16,14.4,5.760000000000001,62.300000000000004,167.10000000000002,78.79,1718.8,28.3,322.7,5.1074069432259686,7.917308115240818,0
18-300-00101,2026-03-17,7.2,19.28,28.3,168.60000000000002,78.79,1718.8,28.3,322.7,2.5537034716129843,3.958654057620409,0
18-300-00101,2026-03-18,24.1,14.240000000000002,45.7,192.3,78.79,1718.8,28.3,322.7,8.547813009149017,13.250494831757203,0
18-300-00101,2026-03-19,17.8,12.8,49.1,196.3,78.79,1718.8,28.3,322.7,6.313322471487655,9.786672531339345,0
18-300-00101,2026-03-20,16.0,12.72,57.9,127.4,78.79,1718.8,28.3,322.7,5.674896603584409,8.797009016934242,0
18-300-00101,2026-03-21,15.9,0.6400000000000001,49.699999999999996,102.10000000000001,78.79,1718.8,28.3,322.7,5.639428499812007,8.742027710578403,0
18-300-00101,2026-03-22,0.8,0.7200000000000001,32.7,96.2,78.79,1718.8,28.3,322.7,0.2837448301792204,0.43985045084671215,0
18-300-00101,2026-03-23,0.9,24.72,17.6,82.7,78.79,1718.8,28.3,322.7,0.31921293395162303,0.4948317572025511,0
18-300-00101,2026-03-24,30.9,1.92,32.6,106.4,78.79,1718.8,28.3,322.7,10.95964406567239,16.989223663954256,0
18-300-00101,2026-03-25,2.4,0.08000000000000002,34.2,84.7,78.79,1718.8,28.3,322.7,0.8512344905376613,1.3195513525401363,0
18-300-00101,2026-03-26,0.1,0.16000000000000003,33.4,67.0,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-03-27,0.2,18.96,2.7000000000000033,51.2,78.79,1718.8,28.3,322.7,0.0709362075448051,0.10996261271167804,0
18-300-00101,2026-03-28,23.7,0.0,24.000000000000004,59.0,78.79,1718.8,28.3,322.7,8.405940594059405,13.030569606333847,0
18-300-00101,2026-03-29,0.0,0.4,23.900000000000002,58.199999999999996,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-03-30,0.5,5.28,24.200000000000003,57.8,78.79,1718.8,28.3,322.7,0.17734051886201277,0.27490653177919505,0
18-300-00101,2026-03-31,6.6,3.6799999999999997,7.100000000000003,33.5,78.79,1718.8,28.3,322.7,2.3408948489785684,3.628766219485375,0
18-300-00101,2026-04-01,4.6,0.8,11.700000000000003,35.7,78.79,1718.8,28.3,322.7,1.6315327735305176,2.5291400923685945,0
18-300-00101,2026-04-02,1.0,6.800000000000001,12.200000000000003,36.599999999999994,78.79,1718.8,28.3,322.7,0.35468103772402554,0.5498130635583901,0
18-300-00101,2026-04-03,8.5,4.08,14.100000000000003,44.89999999999999,78.79,1718.8,28.3,322.7,3.0147888206542173,4.673411040246316,0
18-300-00101,2026-04-04,5.1,0.08000000000000002,14.600000000000003,26.299999999999997,78.79,1718.8,28.3,322.7,1.8088732923925301,2.8040466241477895,0
18-300-00101,2026-04-05,0.1,0.0,13.700000000000003,26.4,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-04-06,0.0,12.48,5.200000000000003,25.9,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-04-07,15.6,11.280000000000001,15.700000000000003,34.9,78.79,1718.8,28.3,322.7,5.533024188494799,8.577083791510887,0
18-300-00101,2026-04-08,14.1,22.64,29.700000000000003,44.4,78.79,1718.8,28.3,322.7,5.00100263190876,7.752364196173301,0
18-300-00101,2026-04-09,28.3,4.800000000000001,58.0,71.7,78.79,1718.8,28.3,322.7,10.037473367589923,15.559709698702441,0
18-300-00101,2026-04-10,6.0,0.0,48.400000000000006,69.2,78.79,1718.8,28.3,322.7,2.1280862263441533,3.298878381350341,0
18-300-00101,2026-04-11,0.0,3.3600000000000003,34.30000000000001,64.10000000000001,78.79,1718.8,28.3,322.7,0.0,0.0,0
18-300-00101,2026-04-12,4.2,0.08000000000000002,10.200000000000003,68.2,78.79,1718.8,28.3,322.7,1.4896603584409074,2.3092148669452386,0
18-300-00101,2026-04-13,0.1,0.08000000000000002,4.300000000000003,68.3,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-04-14,0.1,4.800000000000001,4.400000000000004,52.800000000000004,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
18-300-00101,2026-04-15,6.0,0.24,6.200000000000004,44.7,78.79,1718.8,28.3,322.7,2.1280862263441533,3.298878381350341,0
18-300-00101,2026-04-16,0.3,0.08000000000000002,6.400000000000004,16.7,78.79,1718.8,28.3,322.7,0.10640431131720766,0.16494391906751704,0
18-300-00101,2026-04-17,0.1,6.0,6.400000000000004,10.8,78.79,1718.8,28.3,322.7,0.03546810377240255,0.05498130635583902,0
